Name,Identification,MachineType,ELFVersion,EntryPointAddress,ProgramHeaderOffset,SectionHeaderOffset,Flags,HeaderSize,SizeProgramHeader,EntriesProgram,SizeSectionHeader,EntriesSection,StringTableIndex,.text_type,.text_flags,.text_size,.text_entsize,.text_table_index_link,.text_info,.text_alignment,.bss_type,.bss_flags,.bss_size,.bss_entsize,.bss_table_index_link,.bss_info,.bss_alignment,.comment_type,.comment_flags,.comment_size,.comment_entsize,.comment_table_index_link,.comment_info,.comment_alignment,.data_type,.data_flags,.data_size,.data_entsize,.data_table_index_link,.data_info,.data_alignment,.data1_type,.data1_flags,.data1_size,.data1_entsize,.data1_table_index_link,.data1_info,.data1_alignment,.debug_type,.debug_flags,.debug_size,.debug_entsize,.debug_table_index_link,.debug_info,.debug_alignment,.dynamic_type,.dynamic_flags,.dynamic_size,.dynamic_entsize,.dynamic_table_index_link,.dynamic_info,.dynamic_alignment,.dynstr_type,.dynstr_flags,.dynstr_size,.dynstr_entsize,.dynstr_table_index_link,.dynstr_info,.dynstr_alignment,.dynsym_type,.dynsym_flags,.dynsym_size,.dynsym_entsize,.dynsym_table_index_link,.dynsym_info,.dynsym_alignment,.fini_type,.fini_flags,.fini_size,.fini_entsize,.fini_table_index_link,.fini_info,.fini_alignment,.hash_type,.hash_flags,.hash_size,.hash_entsize,.hash_table_index_link,.hash_info,.hash_alignment,.gnu.hash_type,.gnu.hash_flags,.gnu.hash_size,.gnu.hash_entsize,.gnu.hash_table_index_link,.gnu.hash_info,.gnu.hash_alignment,.init_type,.init_flags,.init_size,.init_entsize,.init_table_index_link,.init_info,.init_alignment,.got_type,.got_flags,.got_size,.got_entsize,.got_table_index_link,.got_info,.got_alignment,.interp_type,.interp_flags,.interp_size,.interp_entsize,.interp_table_index_link,.interp_info,.interp_alignment,.line_type,.line_flags,.line_size,.line_entsize,.line_table_index_link,.line_info,.line_alignment,.note_type,.note_flags,.note_size,.note_entsize,.note_table_index_link,.note_info,.note_alignment,.plt_type,.plt_flags,.plt_size,.plt_entsize,.plt_table_index_link,.plt_info,.plt_alignment,.rodata_type,.rodata_flags,.rodata_size,.rodata_entsize,.rodata_table_index_link,.rodata_info,.rodata_alignment,rodata1_type,rodata1_flags,rodata1_size,rodata1_entsize,rodata1_table_index_link,rodata1_info,rodata1_alignment,.shstrtab_type,.shstrtab_flags,.shstrtab_size,.shstrtab_entsize,.shstrtab_table_index_link,.shstrtab_info,.shstrtab_alignment,.strtab_type,.strtab_flags,.strtab_size,.strtab_entsize,.strtab_table_index_link,.strtab_info,.strtab_alignment,.symtab_type,.symtab_flags,.symtab_size,.symtab_entsize,.symtab_table_index_link,.symtab_info,.symtab_alignment,.sdata_type,.sdata_flags,.sdata_size,.sdata_entsize,.sdata_table_index_link,.sdata_info,.sdata_alignment,.sbss_type,.sbss_flags,.sbss_size,.sbss_entsize,.sbss_table_index_link,.sbss_info,.sbss_alignment,.lit8_type,.lit8_flags,.lit8_size,.lit8_entsize,.lit8_table_index_link,.lit8_info,.lit8_alignment,.gptab_type,.gptab_flags,.gptab_size,.gptab_entsize,.gptab_table_index_link,.gptab_info,.gptab_alignment,.conflict_type,.conflict_flags,.conflict_size,.conflict_entsize,.conflict_table_index_link,.conflict_info,.conflict_alignment,.tdesc_type,.tdesc_flags,.tdesc_size,.tdesc_entsize,.tdesc_table_index_link,.tdesc_info,.tdesc_alignment,.lit4_type,.lit4_flags,.lit4_size,.lit4_entsize,.lit4_table_index_link,.lit4_info,.lit4_alignment,.reginfo_type,.reginfo_flags,.reginfo_size,.reginfo_entsize,.reginfo_table_index_link,.reginfo_info,.reginfo_alignment,.liblist_type,.liblist_flags,.liblist_size,.liblist_entsize,.liblist_table_index_link,.liblist_info,.liblist_alignment,.rel.dyn_type,.rel.dyn_flags,.rel.dyn_size,.rel.dyn_entsize,.rel.dyn_table_index_link,.rel.dyn_info,.rel.dyn_alignment,.rel.plt_type,.rel.plt_flags,.rel.plt_size,.rel.plt_entsize,.rel.plt_table_index_link,.rel.plt_info,.rel.plt_alignment,.got.plt_type,.got.plt_flags,.got.plt_size,.got.plt_entsize,.got.plt_table_index_link,.got.plt_info,.got.plt_alignment,STB_LOCAL,dynamic_s_c,STT_OBJECT_STB_GLOBAL,STT_FUNC_STB_LOCAL,STT_OBJECT_STB_WEAK,STT_OBJECT_STB_LOCAL,STT_NOTYPE_STB_WEAK,STB_WEAK,STT_NOTYPE_STB_LOCAL,STT_FUNC,STT_FUNC_STB_GLOBAL,STT_NOTYPE_STB_GLOBAL,STB_GLOBAL,STT_NOTYPE,STT_OBJECT,STT_FUNC_STB_WEAK,s_STT_FUNC_STB_LOCAL,s_STT_SECTION_STB_GLOBAL,symbol_tab,s_STT_SECTION_STB_LOCAL,s_STT_FUNC_STB_WEAK,s_STT_FUNC,s_STB_LOCAL,s_STT_FUNC_STB_GLOBAL,s_STB_GLOBAL,s_STB_WEAK,s_STT_OBJECT_STB_WEAK,s_STT_OBJECT,s_STT_OBJECT_STB_LOCAL,s_STT_NOTYPE,s_STT_NOTYPE_STB_GLOBAL,s_STT_NOTYPE_STB_WEAK,s_STT_NOTYPE_STB_LOCAL,s_STT_OBJECT_STB_GLOBAL,DYNRELAENT,DYNFINI,DYNPLTRELSZ,DYNVERNEEDNUM,DYNINIT_ARRAY,DYNSTRSZ,DYNSTRTAB,DYNPLTREL,DYNRELENT,VERSYM,DYN,DYNJMPREL,DYNSYMTAB,DYNRPATH,DYNFINI_ARRAYSZ,DYNNEEDED,DYNSYMENT,DYNCOUNT,DYNINIT,DYNRELSZ,DYNINIT_ARRAYSZ,DYNVERNEED,DYNRELASZ,DYNREL,DYNRELA,DYNPLTGOT,DYNHASH,DYNDEBUG,DYNFINI_ARRAY,DYNNULL,R_386_GOT32,R_386_RELATIVE,R_386_GOTOFF,R_386_PC16,R_386_GLOB_DAT,R_386_JUMP_SLOT,R_386_COPY,R_386_NONE,R_386_PC32,R_386_16,R_386_PC8,R_386_8,R_386_PLT32,R_386_32PLT,R_386_32,R_386_GOTPC,R_386_SIZE32,GOT_SIZE,HASH_SIZE,label
winicontoppm,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,402a90,64,16928,0,64,56,9,64,28,27,PROGBITS,AX,7506.0,0.0,0.0,0.0,16.0,NOBITS,WA,40.0,0.0,0.0,0.0,32.0,,,,,,,,PROGBITS,WA,16.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,DYNAMIC,WA,480.0,10.0,6.0,0.0,8.0,STRTAB,A,553.0,0.0,0.0,0.0,1.0,DYNSYM,A,1032.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,60.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,528.0,10.0,0.0,0.0,16.0,PROGBITS,A,911.0,0.0,0.0,0.0,8.0,,,,,,,,STRTAB,,243,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,280.0,8.0,0.0,0.0,8.0,1,43,1,0,0,0,4,4,1,34,34,3,38,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,2,1,23,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,60,B
1470,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,400450,64,6728,0,64,56,9,64,31,28,PROGBITS,AX,562.0,0.0,0.0,0.0,16.0,NOBITS,WA,8.0,0.0,0.0,0.0,1.0,PROGBITS,MS,52.0,1.0,0.0,0.0,1.0,PROGBITS,WA,16.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,DYNAMIC,WA,464.0,10.0,6.0,0.0,8.0,STRTAB,A,83.0,0.0,0.0,0.0,1.0,DYNSYM,A,96.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,28.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,48.0,10.0,0.0,0.0,16.0,PROGBITS,AM,4.0,4.0,0.0,0.0,4.0,,,,,,,,STRTAB,,268,0,0,0,1,STRTAB,,570.0,0.0,0.0,0.0,1.0,SYMTAB,,1680.0,18.0,30.0,47.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,40.0,8.0,0.0,0.0,8.0,1,4,0,0,0,0,1,1,1,2,2,0,2,2,0,0,4,0,70,0,0,15,16,11,18,5,0,11,8,13,4,5,4,3,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,28,B
1238,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,4003e0,64,6632,0,64,56,9,64,31,28,PROGBITS,AX,466.0,0.0,0.0,0.0,16.0,NOBITS,WA,8.0,0.0,0.0,0.0,1.0,PROGBITS,MS,52.0,1.0,0.0,0.0,1.0,PROGBITS,WA,16.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,DYNAMIC,WA,464.0,10.0,6.0,0.0,8.0,STRTAB,A,56.0,0.0,0.0,0.0,1.0,DYNSYM,A,72.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,28.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,32.0,10.0,0.0,0.0,16.0,PROGBITS,AM,4.0,4.0,0.0,0.0,4.0,,,,,,,,STRTAB,,268,0,0,0,1,STRTAB,,527.0,0.0,0.0,0.0,1.0,SYMTAB,,1632.0,18.0,30.0,47.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,32.0,8.0,0.0,0.0,8.0,1,3,0,0,0,0,1,1,1,1,1,0,1,2,0,0,4,0,68,0,0,13,16,9,16,5,0,11,8,13,4,5,4,3,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,28,B
dircolors,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,401bd0,64,37784,0,64,56,9,64,29,28,PROGBITS,AX,15929.0,0.0,0.0,0.0,16.0,NOBITS,WA,544.0,0.0,0.0,0.0,32.0,,,,,,,,PROGBITS,WA,128.0,0.0,0.0,0.0,32.0,,,,,,,,,,,,,,,DYNAMIC,WA,464.0,10.0,6.0,0.0,8.0,STRTAB,A,805.0,0.0,0.0,0.0,1.0,DYNSYM,A,1728.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,168.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,896.0,10.0,0.0,0.0,16.0,PROGBITS,A,9402.0,0.0,0.0,0.0,32.0,,,,,,,,STRTAB,,258,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,464.0,8.0,0.0,0.0,8.0,1,72,7,0,2,0,1,3,1,61,61,0,68,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,168,B
1601,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,4004e0,64,13168,0,64,56,9,64,31,28,PROGBITS,AX,3746.0,0.0,0.0,0.0,16.0,NOBITS,WA,512.0,0.0,0.0,0.0,32.0,PROGBITS,MS,52.0,1.0,0.0,0.0,1.0,PROGBITS,WA,24.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,DYNAMIC,WA,464.0,10.0,6.0,0.0,8.0,STRTAB,A,97.0,0.0,0.0,0.0,1.0,DYNSYM,A,144.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,28.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,80.0,10.0,0.0,0.0,16.0,PROGBITS,A,104.0,0.0,0.0,0.0,8.0,,,,,,,,STRTAB,,268,0,0,0,1,STRTAB,,1066.0,0.0,0.0,0.0,1.0,SYMTAB,,3504.0,18.0,30.0,55.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,56.0,8.0,0.0,0.0,8.0,1,6,0,0,0,0,1,1,1,4,4,0,4,2,0,0,6,0,146,0,0,24,24,18,86,5,0,78,14,13,4,5,4,64,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,28,B
xrdb,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,402730,64,25456,0,64,56,9,64,29,28,PROGBITS,AX,11266.0,0.0,0.0,0.0,16.0,NOBITS,WA,4368.0,0.0,0.0,0.0,32.0,,,,,,,,PROGBITS,WA,28.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,DYNAMIC,WA,496.0,10.0,6.0,0.0,8.0,STRTAB,A,883.0,0.0,0.0,0.0,1.0,DYNSYM,A,1848.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,68.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,1040.0,10.0,0.0,0.0,16.0,PROGBITS,A,2448.0,0.0,0.0,0.0,32.0,,,,,,,,STRTAB,,258,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,536.0,8.0,0.0,0.0,8.0,1,77,3,0,0,0,4,4,1,66,66,3,72,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,3,1,24,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,68,B
1036,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,400710,64,22120,0,64,56,9,64,31,28,PROGBITS,AX,8674.0,0.0,0.0,0.0,16.0,NOBITS,WA,768.0,0.0,0.0,0.0,32.0,PROGBITS,MS,52.0,1.0,0.0,0.0,1.0,PROGBITS,WA,28.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,DYNAMIC,WA,464.0,10.0,6.0,0.0,8.0,STRTAB,A,152.0,0.0,0.0,0.0,1.0,DYNSYM,A,336.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,48.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,160.0,10.0,0.0,0.0,16.0,PROGBITS,A,1288.0,0.0,0.0,0.0,8.0,,,,,,,,STRTAB,,268,0,0,0,1,STRTAB,,1785.0,0.0,0.0,0.0,1.0,SYMTAB,,3504.0,18.0,30.0,81.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,96.0,8.0,0.0,0.0,8.0,1,14,3,0,0,0,1,1,1,9,9,0,12,2,3,0,5,0,146,0,0,55,50,50,60,5,0,47,41,13,4,5,4,6,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,48,B
mtools,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,4034b0,64,180512,0,64,56,9,64,29,28,PROGBITS,AX,116233.0,0.0,0.0,0.0,16.0,NOBITS,WA,7280.0,0.0,0.0,0.0,32.0,,,,,,,,PROGBITS,WA,2856.0,0.0,0.0,0.0,32.0,,,,,,,,,,,,,,,DYNAMIC,WA,464.0,10.0,6.0,0.0,8.0,STRTAB,A,1353.0,0.0,0.0,0.0,1.0,DYNSYM,A,3792.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,72.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,2400.0,10.0,0.0,0.0,16.0,PROGBITS,A,23550.0,0.0,0.0,0.0,32.0,,,,,,,,STRTAB,,258,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,1216.0,8.0,0.0,0.0,8.0,1,158,6,0,1,0,1,2,1,149,149,0,155,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,72,B
4229,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,400430,64,6616,0,64,56,9,64,31,28,PROGBITS,AX,386.0,0.0,0.0,0.0,16.0,NOBITS,WA,8.0,0.0,0.0,0.0,1.0,PROGBITS,MS,52.0,1.0,0.0,0.0,1.0,PROGBITS,WA,16.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,DYNAMIC,WA,464.0,10.0,6.0,0.0,8.0,STRTAB,A,61.0,0.0,0.0,0.0,1.0,DYNSYM,A,96.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,28.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,48.0,10.0,0.0,0.0,16.0,PROGBITS,A,9.0,0.0,0.0,0.0,4.0,,,,,,,,STRTAB,,268,0,0,0,1,STRTAB,,531.0,0.0,0.0,0.0,1.0,SYMTAB,,1608.0,18.0,30.0,47.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,40.0,8.0,0.0,0.0,8.0,1,4,0,0,0,0,1,1,1,2,2,0,2,2,0,0,4,0,67,0,0,12,16,8,15,5,0,11,8,13,4,5,4,3,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,28,B
ppmtv,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,400d00,64,8592,0,64,56,9,64,28,27,PROGBITS,AX,1186.0,0.0,0.0,0.0,16.0,NOBITS,WA,32.0,0.0,0.0,0.0,16.0,,,,,,,,PROGBITS,WA,16.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,DYNAMIC,WA,480.0,10.0,6.0,0.0,8.0,STRTAB,A,352.0,0.0,0.0,0.0,1.0,DYNSYM,A,624.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,64.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,240.0,10.0,0.0,0.0,16.0,PROGBITS,A,176.0,0.0,0.0,0.0,8.0,,,,,,,,STRTAB,,243,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,136.0,8.0,0.0,0.0,8.0,1,26,2,0,0,0,4,4,1,16,16,3,21,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,2,1,23,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,64,B
col,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,400eb0,64,8648,0,64,56,9,64,29,28,PROGBITS,AX,3106.0,0.0,0.0,0.0,16.0,NOBITS,WA,128.0,0.0,0.0,0.0,32.0,,,,,,,,PROGBITS,WA,16.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,DYNAMIC,WA,464.0,10.0,6.0,0.0,8.0,STRTAB,A,199.0,0.0,0.0,0.0,1.0,DYNSYM,A,576.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,52.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,304.0,10.0,0.0,0.0,16.0,PROGBITS,A,528.0,0.0,0.0,0.0,8.0,,,,,,,,STRTAB,,258,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,168.0,8.0,0.0,0.0,8.0,1,24,4,0,0,0,1,1,1,18,18,0,22,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,52,B
fc-cat,7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,1,401710,64,12936,0,64,56,9,64,29,28,PROGBITS,AX,2338.0,0.0,0.0,0.0,16.0,NOBITS,WA,48.0,0.0,0.0,0.0,32.0,,,,,,,,PROGBITS,WA,16.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,DYNAMIC,WA,496.0,10.0,6.0,0.0,8.0,STRTAB,A,713.0,0.0,0.0,0.0,1.0,DYNSYM,A,1200.0,18.0,6.0,1.0,8.0,PROGBITS,AX,9.0,0.0,0.0,0.0,4.0,,,,,,,,GNU_HASH,A,68.0,0.0,5.0,0.0,8.0,PROGBITS,AX,26.0,0.0,0.0,0.0,4.0,PROGBITS,WA,8.0,8.0,0.0,0.0,8.0,PROGBITS,A,28.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,PROGBITS,AX,608.0,10.0,0.0,0.0,16.0,PROGBITS,A,832.0,0.0,0.0,0.0,32.0,,,,,,,,STRTAB,,258,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROGBITS,WA,320.0,8.0,0.0,0.0,8.0,1,50,3,0,0,0,4,4,1,39,39,3,45,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,3,1,24,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,68,B
